SIC7_1d,SIC7_2d,Sector,Industry
14,81,Administrative and support activities,Services to buildings and landscape activities
14,81,Administrative and support activities,Services to buildings and landscape activities
14,82,Administrative and support activities,"Office administrative, office support and other business support activities"
14,82,Administrative and support activities,"Office administrative, office support and other business support activities"
14,82,Administrative and support activities,"Office administrative, office support and other business support activities"
14,82,Administrative and support activities,"Office administrative, office support and other business support activities"
14,82,Administrative and support activities,"Office administrative, office support and other business support activities"
14,82,Administrative and support activities,"Office administrative, office support and other business support activities"
14,82,Administrative and support activities,"Office administrative, office support and other business support activities"
15,84,Public administration and defence; compulsory social security,Public administration and defence; compulsory social security
15,84,Public administration and defence; compulsory social security,Public administration and defence; compulsory social security
15,84,Public administration and defence; compulsory social security,Public administration and defence; compulsory social security
15,84,Public administration and defence; compulsory social security,Public administration and defence; compulsory social security
15,84,Public administration and defence; compulsory social security,Public administration and defence; compulsory social security
15,84,Public administration and defence; compulsory social security,Public administration and defence; compulsory social security
15,84,Public administration and defence; compulsory social security,Public administration and defence; compulsory social security
15,84,Public administration and defence; compulsory social security,Public administration and defence; compulsory social security
15,84,Public administration and defence; compulsory social security,Public administration and defence; compulsory social security
15,84,Public administration and defence; compulsory social security,Public administration and defence; compulsory social security
15,84,Public administration and defence; compulsory social security,Public administration and defence; compulsory social security
15,84,Public administration and defence; compulsory social security,Public administration and defence; compulsory social security
15,84,Public administration and defence; compulsory social security,Public administration and defence; compulsory social security
15,84,Public administration and defence; compulsory social security,Public administration and defence; compulsory social security
15,84,Public administration and defence; compulsory social security,Public administration and defence; compulsory social security
15,84,Public administration and defence; compulsory social security,Public administration and defence; compulsory social security
16,85,Education,Education
16,85,Education,Education
16,85,Education,Education
16,85,Education,Education
16,85,Education,Education
16,85,Education,Education
16,85,Education,Education
16,85,Education,Education
16,85,Education,Education
17,86,Human health and social work activities,Human health activities
17,86,Human health and social work activities,Human health activities
17,86,Human health and social work activities,Human health activities
17,86,Human health and social work activities,Human health activities
17,86,Human health and social work activities,Human health activities
17,87,Human health and social work activities,Residential care activities
17,87,Human health and social work activities,Residential care activities
17,87,Human health and social work activities,Residential care activities
17,87,Human health and social work activities,Residential care activities
17,88,Human health and social work activities,Social work activities without accommodation
17,88,Human health and social work activities,Social work activities without accommodation
18,90,"Arts, entertainment and recreation","Creative, arts and entertainment activities"
18,91,"Arts, entertainment and recreation","Libraries, archives, museums and other cultural activities"
18,91,"Arts, entertainment and recreation","Libraries, archives, museums and other cultural activities"
18,91,"Arts, entertainment and recreation","Libraries, archives, museums and other cultural activities"
18,92,"Arts, entertainment and recreation",Gambling and betting activities
18,93,"Arts, entertainment and recreation",Sports activities and amusement and recreation activities
18,93,"Arts, entertainment and recreation",Sports activities and amusement and recreation activities
18,93,"Arts, entertainment and recreation",Sports activities and amusement and recreation activities
18,93,"Arts, entertainment and recreation",Sports activities and amusement and recreation activities
18,93,"Arts, entertainment and recreation",Sports activities and amusement and recreation activities
19,94,Other service activities,Activities of membership organizations
19,94,Other service activities,Activities of membership organizations
19,94,Other service activities,Activities of membership organizations
19,94,Other service activities,Activities of membership organizations
19,94,Other service activities,Activities of membership organizations
19,94,Other service activities,Activities of membership organizations
19,95,Other service activities,Repair of computers and personal and household goods
19,95,Other service activities,Repair of computers and personal and household goods
19,95,Other service activities,Repair of computers and personal and household goods
19,95,Other service activities,Repair of computers and personal and household goods
19,95,Other service activities,Repair of computers and personal and household goods
19,95,Other service activities,Repair of computers and personal and household goods
19,95,Other service activities,Repair of computers and personal and household goods
19,96,Other service activities,Other personal  service activities
19,96,Other service activities,Other personal  service activities
19,96,Other service activities,Other personal  service activities
19,96,Other service activities,Other personal  service activities
19,96,Other service activities,Other personal  service activities
20,97,Activities of households as employers; undifferentiated goods- and services producing activities of households for own use,Activities of households as employers of domestic personnel
20,98,Activities of households as employers; undifferentiated goods- and services producing activities of households for own use,Undifferentiated goods- and services-producing activities of private households for own use
20,98,Activities of households as employers; undifferentiated goods- and services producing activities of households for own use,Undifferentiated goods- and services-producing activities of private households for own use
21,99,"Activities of extraterritorial organizations and bodies, not economically active people, unemployed people etc.","Activities of extraterritorial organizations and bodies, not economically active, people, unemployed people etc."
21,99,"Activities of extraterritorial organizations and bodies, not economically active people, unemployed people etc.","Activities of extraterritorial organizations and bodies, not economically active, people, unemployed people etc."
21,99,"Activities of extraterritorial organizations and bodies, not economically active people, unemployed people etc.","Activities of extraterritorial organizations and bodies, not economically active, people, unemployed people etc."
21,99,"Activities of extraterritorial organizations and bodies, not economically active people, unemployed people etc.","Activities of extraterritorial organizations and bodies, not economically active, people, unemployed people etc."
